WellsConcentration,inchi_key,single-cell hit for GFP-GPI,non-tox? for GFP-GPI,GFP.PrPko.count_ratio for GFP-GPI,membrane PrP-/GFP+ hit for GFP-GPI,membrane PrP,membrane GFP,cyto PrP,cyto GFP,smiles,cas_number,moa,gene_symbols[1],chembl_ids[1],pubchem_ids[1],SSEC PubChem CIDs annotation SSEC_set,PubChem CID,NSN-number,venn_cat_1578008438,venn_x_coord_1578008438,venn_y_coord_1578008438
10,AHIFMZUYRNPRJK-MHZLTWQESA-N,0,1,-0.55978869257478,0,-0.234142024697728,-0.108886579117468,0.223650582968947,0.180949510653283,O=P(CN[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nn[nH]n1)(Oc1ccccc1)Oc1ccccc1,154116-34-4,"Endothelin-Converting Enzyme (ECE) Inhibitors;Neprilysin (Enkephalinase, Neutral Endopeptidase, NEP) Inhibitors;""Endothelin-Converting Enzyme (ECE) Inhibitors;Neprilysin (Enkephalinase, Neutral Endopeptidase, NEP) Inhibitors""",MME,CHEMBL36795,127883,MoA public,127883,KB-84-OL45,,0.2,0.5
10,AZXXGVPWWKWGAE-IYARVYRRSA-N,1,0,91.4193977963797,1,-6.08795742391221,-1.01744145932259,-7.43262544558326,1.18499249686272,,,,,,,MoA public,71714981,RC-94-IA68,AB,4,2.5
10,XJBCFFLVLOPYBV-UHFFFAOYSA-N,0,1,0.614309574450988,0,-0.400696456883171,1.52939375925099,-0.236240055577043,1.73744633179308,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,37000-20-7,beta2-Adrenoceptor Agonists;beta3-Adrenoceptor Agonists,ADRB2,CHEMBL1243407,37989,,,,,0.2,0.5
10,YYTHPXHGWSAKIZ-UHFFFAOYSA-N,0,1,0.36185248553644,0,-0.0967656696475882,0.74378386044153,-0.219143430286872,0.734019901463261,Clc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,357649-93-5,Histone N-Acetyltransferase (HAT) Inhibitors,KAT2A,CHEMBL246811,25193530,,,,,0.2,0.5
10,ZMJBYMUCKBYSCP-CVYQJGLWSA-N,0,1,-0.301852606756896,0,-0.666719019180285,-0.235345133599063,-0.856681471090829,-0.122138015494988,O=C(O)C[C@@](O)(C(=O)O)[C@H](O)C(=O)O,1007119-75-6,ATP citrate lyase inhibitor,ACLY,CHEMBL118715,185620,,,,,0.2,0.5
10,AVNQVPDWFUNVON-MEMLXQNLSA-N,0,1,4.83127032296569,0,-0.921438517293749,0.0655820001452306,-1.1531296180465,0.0633810750194527,CCN(c1cc(Cl)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)C)CC1,,PRC2/EZH2,EZH2,,,,,,,0.2,0.5
10,HRAQDVZJYIAWOV-UHFFFAOYSA-N,0,0,17.5414349274258,0,-3.9475885957639,-4.808955542562,-4.59214112923033,-4.00732247911343,Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O,1018675-35-8,Stearoyl-CoA Desaturase (delta-9 Desaturase;SCD;SCD1) Inhibitors,SCD,CHEMBL573829,25195516,MoA public,25195516,XD-01-OY13,,0.2,0.5
10,HJGMCDHQPXTGAV-IYARVYRRSA-N,0,1,3.12762340213684,0,-1.04481303097869,0.223890858577774,-1.5991780171226,0.139889704055913,O=C(COc1ccc(Cl)cc1)N[C@H]1CC[C@H](NC(=O)COc2ccc(Cl)cc2)CC1,1597403-47-8,"Inhibits UPR, reactives translation;EIF2B4 modulator",EIF2B4,,,MoA public,1011240,YE-51-EK09,,0.2,0.5
10,RBQOQRRFDPXAGN-UHFFFAOYSA-N,0,1,0.723371077340894,0,-0.274604228100472,2.17014026428354,-0.00539174516055835,2.43769677297889,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,55242-55-2,Adenosine Reuptake Inhibitors,SLC29A1,CHEMBL1079905,4938,MoA public,4938,CA-50-SD02,,0.2,0.5
10,GUDJFFQZIISQJB-UHFFFAOYSA-N,0,0,0.703274967585455,0,3.75366625694227,1.69412440345243,0.776589008223005,1.61667594207985,CS(=O)(=O)c1ccc(NC(=O)c2cc(C#N)c(Sc3c(Cl)cncc3Cl)s2)cc1,1247825-37-1,,USP7,CHEMBL2159508,51031028,,,,,0.2,0.5
10,ZEOWFBDZQYSYSD-HXUWFJFHSA-N,0,1,-0.697809849763997,0,-0.0811476731725756,-0.127484091029727,0.29677793331896,-0.0621641644125366,,,,,,,,,,,0.2,0.5
10,PSTBXECIKAJFMC-UHFFFAOYSA-N,0,1,0.146232546056472,0,-0.699993591532601,-3.67451960423549,-1.02169662718665,-3.73988573401591,O=C(c1ccc(-c2ccncc2)cc1)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,207798-71-8,Inhibitors of Blood Coagulation Pathways;Coagulation Factor Xa Inhibitors,F10,,9957289,,,,,0.2,0.5
10,ISTCAWFMNVHHRU-UHFFFAOYSA-N,0,1,7.50743776135957,0,-2.20023580403865,0.657679874829578,-2.15504329196672,1.25811933971604,COc1cccc(Oc2ccc(NC(=O)C3CC3)cc2)c1,,Melatonin MT2 Receptor Ligands,MTNR1B,CHEMBL7673,18702059,MoA public,18702059,ZD-84-PM36,,0.2,0.5
10,WAPUAZWMCBAXGP-UHFFFAOYSA-N,0,1,1.39129303267007,0,0.0841755376128208,0.662586322947367,0.106645998580614,0.802373459581723,Cn1nc(-c2ccc(C(=O)N3CCC(O)CC3)s2)cc1C(F)(F)F,947540-06-9,Novel and Selective Monoamine Oxidase B Inhibitors,MAOB,,23628097,,,,,0.2,0.5
10,OJPLJFIFUQPSJR-INIZCTEOSA-N,0,1,1.44564230819011,0,-1.36031005438635,0.477493735329346,-0.54214725801182,1.09966515254955,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21,847925-91-1,gamma-Secretase Inhibitors;Drugs Acting on Notch Receptors,PSEN1,,49867930,,,,,0.2,0.5
10,HQPIKMNKCMXJQC-ONEGZZNKSA-N,0,1,-0.941035476925459,0,0.491107106694522,0.425896205230553,0.550349700622244,0.601787409234242,CO/C=C/C(=O)c1cc2c3c(c(N)cc(NC(C)=O)c3n1)N=C2,,"LCK and PI3K dual inhibitor, also targets mTOR",LCK,,,,,,,0.2,0.5
10,SPLDGZVGTOKENR-UZLBHIALSA-N,0,1,9.46286471743207,0,-2.57686871422599,-0.394057584579582,-2.40666738229563,0.189086257833408,O=C(N[C@@H]1CCC[C@](O)(C#Cc2cccc(Cl)c2)C1)c1cccc(Cl)n1,,mgluR5 Antagonists,GRM5,,87184555,MoA public,87184555,TF-13-KG75,,0.2,0.5
10,NZRBRJQYGLEINZ-UHFFFAOYSA-N,0,1,3.20470087997299,0,0.628363801280054,-1.39963067154988,-1.19324712689234,-1.32400583582182,N#Cc1c(-c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)cc(-c2cc(Cl)ccc2O)[nH]c1=O,1453835-43-2,Survivin Dimerization Inhibitors,BIRC5,CHEMBL2424939,56935694,,,,,0.2,0.5
10,UTBSBSOBZHXMHI-CABCVRRESA-N,1,1,90.8520658291137,0,-5.40472560295113,-3.97519787161217,-6.92420918102363,-3.34907138095906,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@H]3N)nc21,,CDK inhibitor,CDK1,,9908173,MoA public,9908173,UA-56-RO11,A,2,2.5
10,UQHINZSKNAAVOZ-UHFFFAOYSA-N,0,1,-1.10642997811589,0,-1.07369908322395,-2.18962396019166,-1.09554685480662,-2.0456980186936,OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,,Antimitotic Drugs;Aurora-A (ARK1) Kinase Inhibitors,AURKA,CHEMBL189434,1587957,MoA public,1587957,RA-13-JG20,,0.2,0.5
10,PQOOIERVZAXHBP-UHFFFAOYSA-N,0,1,-2.03965642398555,0,0.885370803254106,1.2038362376584,0.628727636312348,1.13082090124241,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,1415800-43-9,L3MBTL3 inhibitor;L3MBTL3 reader domain inhibitor,L3MBTL3,CHEMBL2426364,57339144,,,,,0.2,0.5
10,XFWLTFZLLXVKDY-WAYWQWQTSA-N,0,1,1.56334259111244,0,1.49746651255327,0.591994344129799,1.70763706195673,0.464250566342554,,,,,,,MoA public,6475492,AC-98-QW77,,0.2,0.5
10,CZSDJYXNNJQXBB-UHFFFAOYSA-N,0,1,0.440694895259647,0,0.439603516443812,3.30775145125881,0.991247641712883,3.79671602310173,C=CCC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,239066-73-0,Glucocorticoid Receptor (GR) Modulators,NR3C1,CHEMBL266282,9906282,MoA public,9906282,VB-11-MO29,,0.2,0.5
10,BVSGXWCTWBZFEV-UHFFFAOYSA-N,0,1,0.677777131413397,0,1.82008102838492,1.14931037514529,1.50146190191799,1.00574616775417,OCc1cccc2[nH]ccc12,1074-85-7,OPRL1 antagonist,OPRL1,,2773457,MoA public,2773457,TF-13-KG15,,0.2,0.5
10,BTGNGJJLZOIYID-UHFFFAOYSA-N,0,1,0.0394267714857304,0,2.35210280635734,0.403618823131866,2.12026375191461,0.193892362171043,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,127373-66-4,Leukocyte Elastase Inhibitors;Elastase inhibitor,CELA1,CHEMBL76688,107706,MoA public,107706,IC-96-AX39,,0.2,0.5
10,QXQAFIAKTXDYFI-KRWDZBQOSA-N,0,1,1.16645126527871,0,2.1576795322328,1.09053588964201,2.14978437900409,0.91318203733631,N#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,,Cathepsin S Inhibitors;Cathepsin L Inhibitors;Cathepsin K Inhibitors,CTSK,CHEMBL344174,14655218,,,,,0.2,0.5
10,WWRAFPGUBABZSD-UHFFFAOYSA-N,0,1,0.585973463588109,0,0.11547842040186,-0.653189345157229,-0.166372489998869,-0.886994870316095,Nc1ccc2oc(=O)ccc2c1I,137881-27-7,NAD+ ADP-Ribosyltransferase (poly(ADP-ribose)polymerase| PARP) Inhibitors,PARP1,,72356,MoA public,72356,ME-73-FK70,,0.2,0.5
10,WQAVPPWWLLVGFK-VTNASVEKSA-N,1,0,106.366049837491,0,-8.06013913073902,-9.41391646445086,-9.45586241077595,-8.05911873594006,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,960374-59-8,Immunoproteasome Inhibitors,PSMB8,CHEMBL3237875,23642227,MoA public,23642227,DA-35-DU85,A,2,2.5
10,WSEQXVZVJXJVFP-UHFFFAOYSA-N,0,1,1.83006436246877,0,-0.0157950966389045,-0.277489257476075,0.0971174543408108,-0.506119322461148,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,207559-01-1,5-HT Reuptake Inhibitors,SLC6A4,CHEMBL1200781,2771,MoA public,2771,ED-05-PG86,,0.2,0.5
10,NSQNZEUFHPTJME-UHFFFAOYSA-N,0,1,-0.943118880811619,0,1.5728282659105,0.0209956268573409,1.73647863088448,0.158448246433524,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,170569-86-5,Cyclooxygenase-2 Inhibitors,SC5D,CHEMBL282093,9865808,MoA public,9865808,IB-78-AY41,,0.2,0.5
10,WAFNZAURAWBNDZ-UHFFFAOYSA-N,0,1,-0.629561236321589,0,0.290988692629187,-2.12161672678694,0.642643145289829,-2.0927425567645,CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC,114289-47-3,ACAT Inhibitors,SOAT1,CHEMBL22373,122327,MoA public,122327,QB-96-US41,,0.2,0.5
10,GEVVQZHMFVFGLN-HDJSIYSDSA-N,0,1,-1.61162229339313,0,0.63114385454926,-1.1260046649799,1.27925410221299,-1.3051694630399,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2,1109276-89-2,Diacylglycerol Acyltransferase type 1 (DGAT-1) Inhibitors,DGAT1,CHEMBL1835919,,MoA public,46926360,PB-24-DO97,,0.2,0.5
10,GOTMKOSCLKVOGG-OAHLLOKOSA-N,0,1,0.915147705083744,0,-0.498067782370558,0.0452776050472747,-0.8860772115872,0.325699318875613,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,125941-87-9,Dopamine D1 Antagonists;Dopamine D5 Antagonists;DRD1 antagonist;DRD5 antagonist,DRD1,CHEMBL1256645,3036864,MoA public,3036864,TA-36-QV58,,0.2,0.5
10,YSTVFDAKLDMYCR-NDEPHWFRSA-N,0,1,-1.32790291339349,0,-0.463049016064799,1.19177694078822,-0.198288486461955,1.12996753031867,Cc1cc(Cn2cnc3c2C[C@@H](C(=O)O)N(C(=O)C(c2ccccc2)c2ccccc2)C3)ccc1N(C)C,130663-39-7,AGTR2 antagonist,AGTR2,CHEMBL157946,5311345,MoA public,5311345,JF-98-DO12,,0.2,0.5
10,HJPRDDKCXVCFOH-UHFFFAOYSA-N,0,1,2.23312435529229,0,0.777381025451677,0.861514967702436,0.0211886091963578,0.484162981505246,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,57076-71-8,Phosphodiesterase IV Inhibitors,ENPP4,CHEMBL277465,2984,MoA public,2984,RD-44-MA58,,0.2,0.5
10,BXBNADAPIHHXJQ-UHFFFAOYSA-N,0,1,-1.14137453460149,0,1.0748861944979,0.590707056466444,1.40332425638105,0.462655704541441,O=C(c1ccc2c(c1)OCO2)N1CCCCC1,34023-62-6,AMPA Receptor Postiive Allosteric Modulators,GRIA1,CHEMBL103469,1370,MoA public,1370,AE-65-KK96,,0.2,0.5
10,TZUYDLKHNQUNKS-UHFFFAOYSA-N,1,1,94.2541351176123,1,-6.35711734810858,-3.19244066060001,-7.21261846094334,-3.03890580128246,Cc1occ2c1C(=O)c1c(O)ccc(O)c1C2,150045-18-4,ELAVL1 gene inhibitor,ELAVL1,CHEMBL1240928,132904,,,,AB,4,2.5
10,PYEBKOFMWAMBFV-UHFFFAOYSA-O,0,1,0.945510419716142,0,-1.47804869453767,-0.955798757990926,-0.864801698036377,-1.13693793677641,CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C,21306-56-9,BLMH gene inhibitor,BLM,CHEMBL1180496,3925,MoA public,3925,NB-30-JI38,,0.2,0.5
10,OUBCNLGXQFSTLU-UHFFFAOYSA-N,0,1,0.391591394715836,0,0.0810973295396276,-1.4663051327479,0.0113647650923019,-1.74595788331731,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],104206-65-7,4-Hydroxyphenylpyruvate Dioxygenase (4HPPD) Inhibitors,HPD,CHEMBL1337,115355,MoA public,115355,YF-64-PQ11,,0.2,0.5
10,PDOCBJADCWMDGL-UHFFFAOYSA-N,0,1,11.3507360948366,0,-1.2234468165413,-1.43443181513304,-2.95774880583105,-1.36630199385899,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,130800-90-7,N-Type Calcium Channel (Ca(v) 2.2) Blockers;Glutamate Release Inhibitors;Nav1.2 (Brain Type II) Sodium Channel Blockers,CACNA1B,CHEMBL28854,60803,MoA public,60803,HD-47-RR92,,0.2,0.5
10,KBFUQFVFYYBHBT-UHFFFAOYSA-N,0,1,2.23074105831997,0,-0.531006259561467,-1.57752002800212,-1.74024226895198,-1.87631936776384,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1cccn1,289905-88-0,"Intermediate Conductance K(Ca) 3.1 (IKCa1;Gardos channel, SK41, IK1) Channel Blockers",KCNN4,CHEMBL498270,656734,MoA public,656734,XA-40-KX78,,0.2,0.5
10,IBLNKMRFIPWSOY-FNORWQNLSA-N,0,1,-0.745176630892154,0,-0.570024086675107,-0.352995689886192,0.147619963337009,0.0738745113437735,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,1185239-64-8,GABA Reuptake Inhibitors;GABA Aminotransferase Inhibitors,ABAT,CHEMBL1983350,5311454,,,,,0.2,0.5
10,LBWQSAZEYIZZCE-SNVBAGLBSA-N,0,1,1.08704324833818,0,-1.33970524916106,-1.94595567436326,-0.946930139230572,-1.66615580925659,CC[C@@H](C)Nc1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12,459856-18-9,CRF1 Antagonists,CRHR1,CHEMBL482950,9884366,MoA public,9884366,IA-37-FR87,,0.2,0.5
10,UMTDAKAAYOXIKU-UHFFFAOYSA-N,0,1,0.847598097353322,0,-0.0990225948725943,0.376532047391824,-0.384127020800135,0.406885116053167,COc1ccccc1N1CCN(CC(C(=O)NC(C)(C)C)c2ccccc2)CC1,133025-23-7,5-HT1A Receptor Antagonists;ADRA1B gene modulator,ADRA1B,CHEMBL22564,115111,MoA public,115111,HA-34-SF86,,0.2,0.5
10,VPBYZLCHOKSGRX-UHFFFAOYSA-N,0,1,2.45785602392001,0,-1.39374162836673,-1.0067590406294,-1.82373336930374,-0.754643534246677,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,286370-15-8,"""Angiogenesis Inhibitors;Inhibitors of Signal Transduction Pathways;VEGFR-2 (FLK-1/KDR) Inhibitors"";Angiogenesis Inhibitors;Inhibitors of Signal Transduction Pathways;VEGFR-2 (FLK-1/KDR) Inhibitors",MAPK4,CHEMBL406381,9549295,MoA public,9549295,LA-92-XN95,,0.2,0.5
10,MXXWOMGUGJBKIW-YPCIICBESA-N,0,1,-1.03734944692467,0,0.316104569630158,-0.685957669818838,-0.271090291582618,-0.899229012558942,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,147030-08-8,ACAT Inhibitors;MAO-A Inhibitors;MAO-B Inhibitors,MAOA,CHEMBL43185,638024,MoA public,638024,EE-14-RW07,,0.2,0.5
10,GUJLUPNSRRNJKP-UHFFFAOYSA-N,0,1,0.712834442653571,0,-0.0176910870847257,0.587579876608213,-0.333687362655998,0.480776824972024,Cc1nc(N2CCN(C)CC2)c2oc3ccc(Cl)cc3c2n1,848217-00-5,HRH4 antagonist,HRH4,CHEMBL1091558,3934857,MoA public,3934857,RA-44-SU16,,0.2,0.5
10,YHXISWVBGDMDLQ-UHFFFAOYSA-N,0,1,5.77314231506974,0,-1.43455647572237,-0.506911029342762,-1.83159216477177,-0.488998652704605,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,108375-13-9,MAO-A Inhibitors,MAOA,CHEMBL86304,4235,MoA public,4235,TC-05-QS89,,0.2,0.5
10,AFMXVBAHMGWYAZ-UHFFFAOYSA-N,1,1,38.4038348961026,0,-3.2882493994424,-3.11038959019204,-4.92518845707774,-2.57571273375802,Cc1ccc(-c2ccnc(Nc3cc(NC(=O)c4ccc(CN5CCN(C)CC5)cc4)ccc3C)n2)cn1,1032314-85-4,Inhibitors of Signal Transduction Pathways;KIT (C-KIT) Inhibitors,KIT,CHEMBL1079113,24897305,MoA public,24897305,OE-67-XG40,A,2,2.5
10,PRDFBSVERLRRMY-UHFFFAOYSA-N,0,0,3.09954030863821,0,-0.207094623601394,2.75633506416759,2.22890562124989,4.38228009790661,CCOc1ccc(-c2nc3ccc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)cc3[nH]2)cc1,23491-52-3,BCL2L1 gene inhibitor,BCL2L1,CHEMBL343002,1464,MoA public,1464,RD-59-AK59,,0.2,0.5
10,HSTZMXCBWJGKHG-CUYWLFDKSA-N,0,1,-1.09110387488975,0,0.446144981920132,-0.630257771638652,0.494675652429753,-0.48439604076953,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,148766-36-3,VCAM1 Expression Inhibitors;ICAM1 Expression Inhibitors;Xanthine Oxidase Inhibitors,XDH,CHEMBL142652,5281718,,,,,0.2,0.5
10,HMHVCUVYZFYAJI-UHFFFAOYSA-N,0,1,1.34667645595986,0,-0.821807763281241,-0.918768202863032,-0.95235909576766,-0.99621187340844,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,61-56-3,Carbonic Anhydrase Type II Inhibitors;Carbonic Anhydrase Type IX Inhibitors;Carbonic Anhydrase Type VII Inhibitors;Carbonic Anhydrase Type XII Inhibitors,CA1,CHEMBL328560,5356,,,,,0.2,0.5
10,JYSLFQTWNRYWJT-UHFFFAOYSA-N,0,0,5.43342696291677,0,-0.853687463085072,-4.30930097397236,-0.191539708619269,-3.74377755731896,CC(C)NCCCn1c(Sc2cc(Cl)cc(Cl)c2)nc2c(N)ncnc21,1454619-14-7,inhibitor of Grp94,HSP90B1,CHEMBL3426781,71660551,MoA public,71660551,GF-16-AN80,,0.2,0.5
10,SGRYPYWGNKJSDL-UHFFFAOYSA-N,0,1,-0.438074430498372,0,-0.726515130989065,-1.66727060534015,-0.471798676588318,-1.6038710659637,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,68302-57-8,Mediator Release Inhibitors,S100A12,CHEMBL1096,2161,MoA public,2161,YA-43-QP71,,0.2,0.5
10,KPRTURMJVWXURQ-UHFFFAOYSA-N,0,1,0.352008195120086,0,0.0731216331117557,-1.60502002948727,-0.184524554605409,-1.54913507487053,,,,,,,MoA public,131601,JE-86-QG78,,0.2,0.5
10,QESHSZWKJULSAR-UHFFFAOYSA-N,0,1,-0.757248532861038,0,0.0232662115741586,-2.12536169019216,-0.182043900119385,-1.82963020984662,O=c1[nH]c2ccc(C(F)(F)F)cc2c(-c2cc(Cl)ccc2O)c1CCO,275375-69-4,"Large Conductance K(Ca) 1.1 (BK, maxi K+) Channel Activators",KCNMA1,CHEMBL222460,9951995,MoA public,9951995,LE-22-UD71,,0.2,0.5
10,RRKKJYBCPXAJAO-IBGZPJMESA-N,0,1,0.808930906515636,0,-0.271753978864294,0.0615339877815443,-0.73035119980567,0.0932894881733806,N=C(N)NCCC[C@H](NC(=O)COCC(c1ccccc1)c1ccccc1)C(=O)O,1140525-25-2,C3AR1 antagonist,C3AR1,CHEMBL389348,5311120,MoA public,5311120,ED-31-PE82,,0.2,0.5
10,IOUVKUPGCMBWBT-QNDFHXLGSA-N,0,1,2.56383189625116,0,-0.982491445920197,-0.303463606739414,-0.751205544525123,-0.256559748412993,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,112318-65-7,SGLT-1 Inhibitors;SGLT-2 Inhibitors,SLC5A1,CHEMBL241384,6072,MoA public,6072,CF-72-AL66,,0.2,0.5
10,KTVZFOCUPRUEJP-HYHJDXDTSA-N,0,1,6.02399355136035,0,-0.387015604081108,0.73789251762412,-0.527988508673514,0.759867437393338,CCCCCCCCCCCCCCCCOC[C@H]1O[C@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O,,E-Selectin Inhibitors,SELE,,10650816,MoA public,10650816,QD-61-CS49,,0.2,0.5
10,OZPFIJIOIVJZMN-SFHVURJKSA-N,0,1,-1.85864615938036,0,-0.123179612770495,-0.321979437886535,0.171320463542409,-0.0875832305032133,CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1,566939-85-3,Androgen Biosynthesis Inhibitors;Cytochrome P450 CYP17 (17alpha-Hydroxylase/C17-20 Lyase) Inhibitors,CYP17A1,CHEMBL1921976,9796590,MoA public,9796590,ZD-73-IZ25,,0.2,0.5
10,YFDSDRDMDDGDFC-HOQQKOLYSA-N,0,1,-1.61772130220036,0,-0.380636190030616,-1.25111456656727,-0.0346462372336114,-0.893463021279712,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@H](Cc1ccccc1)CS(=O)(=O)N1CCN(C)CC1,138742-43-5,Renin Inhibitors,REN,CHEMBL113841,3086651,MoA public,3086651,UC-89-JQ23,,0.2,0.5
10,AIBHLZVVPXCTKY-SRCQZFHVSA-N,0,1,0.0901994275917792,0,-1.15156287583685,-1.73759509755635,-1.12585006255275,-1.72864884205742,CN1C[C@H](Cn2cncn2)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,105579-47-3,Dopamine D1 Agonists;Dopamine D2 Agonists,DRD1,,9888534,MoA public,9888534,YD-54-FM41,,0.2,0.5
10,ZLHZLMOSPGACSZ-NSHDSACASA-N,0,1,0.22905184562374,0,-0.997630997818552,-2.39440184917654,-0.988828101409737,-2.14754338549622,,,,,,,MoA public,456199,MA-27-XX06,,0.2,0.5
10,KYUFGGNCJRWMDN-GOYXDOSHSA-N,0,1,-0.936756580531466,0,0.471804781614796,2.65246961343785,0.668802372097237,2.18842343190568,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@H](C=O)CC(=O)O,319494-39-8,CASP6 Inhibitor,CASP6,CHEMBL478081,15487887,,,,,0.2,0.5
10,OOPCWGWDZXXLFV-RVDMUPIBSA-N,0,1,-0.559194664996803,0,1.18653563101314,1.6035132593044,1.22655459707491,1.18991557219907,CCN(CC)C(=O)/C=C(\C)c1ccc(OCc2c(F)cccc2F)c(OCC(=O)O)c1,,Leukotriene BLT (LTB4) Antagonists,LTB4R2,CHEMBL417352,9910717,MoA public,9910717,PD-84-BR84,,0.2,0.5
10,IRGAIDAWHGYOKD-UHFFFAOYSA-N,1,0,171.12289713465,0,-8.83991953368829,-11.056838249497,-10.7901121443269,-11.8234591302177,COc1cc(F)c(-c2nc3c(NCC4CCNCC4)c(Cl)cnc3[nH]2)cc1OC,,JAK1 selective inhibitors,CDK2,CHEMBL3746463,92045136,,,,A,2,2.5
10,YUUGYIUSCYNSQR-LBPRGKRZSA-N,0,1,0.330799613159286,0,1.51015093312306,-1.57263963026724,1.09443811382397,-1.79707417161026,C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,845614-11-1,glycine reuptake inhibitor,SLC6A9,CHEMBL1171829,24946690,MoA public,24946690,FA-52-OO58,,0.2,0.5
10,BLSWPPPBUQFKHH-UHFFFAOYSA-N,0,1,-0.578488586017039,0,0.489723833865785,-0.521106903000444,1.3210227735022,-0.82107553112552,CN1CCN(C(=O)c2[nH]c3ccc([N+](=O)[O-])cc3c2-c2ccccc2)CC1,459168-97-9,phenocopies NUCB1 shRNA. Compound is likely a NUCB1 inhibitor.,NUCB1,,22660592,,,,,0.2,0.5
10,SLJSXZAVVKCTHT-LZQZEXGQSA-N,0,1,-0.615441243010391,0,1.64954594171493,1.63411014987683,1.79295700052765,1.54362263676566,CC(=O)c1nc(CC(=O)N2[C@H](C(=O)NCc3cccc(Cl)c3F)C[C@H]3C[C@H]32)n2ccccc12,,Known FactorD inhibitor,CFD,CHEMBL3678836,68284480,,,,,0.2,0.5
10,FFHSQDAETWTILU-UHFFFAOYSA-N,0,1,-1.78397289236774,0,2.89750331732462,1.18179479052194,3.11577427457939,0.827357711572313,COc1cc(-c2cnc(N)c(N3CCC(C(=O)O)CC3)n2)cc(OC)c1OC,1254327-52-0,NEK2 gene inhibitor,NEK2,CHEMBL1231522,46926535,,,,,0.2,0.5
